"Country.Region","Date","positive","deaths","recovered","currently_positive","positive_diff","deaths_diff","recovered_diff","roll_avg"
"Argentina",2020-01-22,0,0,0,0,0,0,0,NA
"Argentina",2020-01-23,0,0,0,0,0,0,0,NA
"Argentina",2020-01-24,0,0,0,0,0,0,0,NA
"Argentina",2020-01-25,0,0,0,0,0,0,0,0
"Argentina",2020-01-26,0,0,0,0,0,0,0,0
"Argentina",2020-01-27,0,0,0,0,0,0,0,0
"Argentina",2020-01-28,0,0,0,0,0,0,0,0
"Argentina",2020-01-29,0,0,0,0,0,0,0,0
"Argentina",2020-01-30,0,0,0,0,0,0,0,0
"Argentina",2020-01-31,0,0,0,0,0,0,0,0
"Argentina",2020-02-01,0,0,0,0,0,0,0,0
"Argentina",2020-02-02,0,0,0,0,0,0,0,0
"Argentina",2020-02-03,0,0,0,0,0,0,0,0
"Argentina",2020-02-04,0,0,0,0,0,0,0,0
"Argentina",2020-02-05,0,0,0,0,0,0,0,0
"Argentina",2020-02-06,0,0,0,0,0,0,0,0
"Argentina",2020-02-07,0,0,0,0,0,0,0,0
"Argentina",2020-02-08,0,0,0,0,0,0,0,0
"Argentina",2020-02-09,0,0,0,0,0,0,0,0
"Argentina",2020-02-10,0,0,0,0,0,0,0,0
"Argentina",2020-02-11,0,0,0,0,0,0,0,0
"Argentina",2020-02-12,0,0,0,0,0,0,0,0
"Argentina",2020-02-13,0,0,0,0,0,0,0,0
"Argentina",2020-02-14,0,0,0,0,0,0,0,0
"Argentina",2020-02-15,0,0,0,0,0,0,0,0
"Argentina",2020-02-16,0,0,0,0,0,0,0,0
"Argentina",2020-02-17,0,0,0,0,0,0,0,0
"Argentina",2020-02-18,0,0,0,0,0,0,0,0
"Argentina",2020-02-19,0,0,0,0,0,0,0,0
"Argentina",2020-02-20,0,0,0,0,0,0,0,0
"Argentina",2020-02-21,0,0,0,0,0,0,0,0
"Argentina",2020-02-22,0,0,0,0,0,0,0,0
"Argentina",2020-02-23,0,0,0,0,0,0,0,0
"Argentina",2020-02-24,0,0,0,0,0,0,0,0
"Argentina",2020-02-25,0,0,0,0,0,0,0,0
"Argentina",2020-02-26,0,0,0,0,0,0,0,0
"Argentina",2020-02-27,0,0,0,0,0,0,0,0
"Argentina",2020-02-28,0,0,0,0,0,0,0,0
"Argentina",2020-02-29,0,0,0,0,0,0,0,0.142857142857143
"Argentina",2020-03-01,0,0,0,0,0,0,0,0.142857142857143
"Argentina",2020-03-02,0,0,0,0,0,0,0,0.142857142857143
"Argentina",2020-03-03,1,0,0,1,1,0,0,0.285714285714286
"Argentina",2020-03-04,1,0,0,1,0,0,0,1.14285714285714
"Argentina",2020-03-05,1,0,0,1,0,0,0,1.71428571428571
"Argentina",2020-03-06,2,0,0,2,1,0,0,1.71428571428571
"Argentina",2020-03-07,8,0,0,8,6,0,0,2.28571428571429
"Argentina",2020-03-08,12,1,0,11,4,1,0,2.57142857142857
"Argentina",2020-03-09,12,1,0,11,0,0,0,2.57142857142857
"Argentina",2020-03-10,17,1,0,16,5,0,0,4.14285714285714
"Argentina",2020-03-11,19,1,0,18,2,0,0,3.71428571428571
"Argentina",2020-03-12,19,1,0,18,0,0,0,4.71428571428571
"Argentina",2020-03-13,31,2,0,29,12,1,0,6.28571428571429
"Argentina",2020-03-14,34,2,1,31,3,0,1,7.28571428571429
"Argentina",2020-03-15,45,2,1,42,11,0,0,8.57142857142857
"Argentina",2020-03-16,56,2,1,53,11,0,0,11.1428571428571
"Argentina",2020-03-17,68,2,3,63,12,0,2,13.8571428571429
"Argentina",2020-03-18,79,2,3,74,11,0,0,17.7142857142857
"Argentina",2020-03-19,97,3,3,91,18,1,0,31.5714285714286
"Argentina",2020-03-20,128,3,3,122,31,0,0,35
"Argentina",2020-03-21,158,4,3,151,30,1,0,45.5714285714286
"Argentina",2020-03-22,266,4,3,259,108,0,0,44
"Argentina",2020-03-23,301,4,3,294,35,0,0,57.8571428571429
"Argentina",2020-03-24,387,6,52,329,86,2,49,65.8571428571429
"Argentina",2020-03-25,387,8,52,327,0,2,0,76
"Argentina",2020-03-26,502,9,63,430,115,1,11,68.4285714285714
"Argentina",2020-03-27,589,13,72,504,87,4,9,74.1428571428571
"Argentina",2020-03-28,690,18,72,600,101,5,0,95.2857142857143
"Argentina",2020-03-29,745,19,72,654,55,1,0,95.2857142857143
"Argentina",2020-03-30,820,23,228,569,75,4,156,90.1428571428571
"Argentina",2020-03-31,1054,27,240,787,234,4,12,96.5714285714286
"Argentina",2020-04-01,1054,28,248,778,0,1,8,108.714285714286
"Argentina",2020-04-02,1133,36,256,841,79,8,8,100.857142857143
"Argentina",2020-04-03,1265,39,266,960,132,3,10,104.857142857143
"Argentina",2020-04-04,1451,43,279,1129,186,4,13,82
"Argentina",2020-04-05,1451,44,280,1127,0,1,1,94.4285714285714
"Argentina",2020-04-06,1554,48,325,1181,103,4,45,94.5714285714286
"Argentina",2020-04-07,1628,56,338,1234,74,8,13,101.428571428571
"Argentina",2020-04-08,1715,63,358,1294,87,7,20,74.8571428571429
"Argentina",2020-04-09,1795,72,365,1358,80,9,7,98.7142857142857
"Argentina",2020-04-10,1975,82,375,1518,180,10,10,93.4285714285714
"Argentina",2020-04-11,1975,83,440,1452,0,1,65,92.7142857142857
"Argentina",2020-04-12,2142,90,468,1584,167,7,28,104
"Argentina",2020-04-13,2208,97,515,1596,66,7,47,110.857142857143
"Argentina",2020-04-14,2277,102,559,1616,69,5,44,99.1428571428571
"Argentina",2020-04-15,2443,111,596,1736,166,9,37,111.857142857143
"Argentina",2020-04-16,2571,115,631,1825,128,4,35,99.5714285714286
"Argentina",2020-04-17,2669,123,666,1880,98,8,35,104.714285714286
"Argentina",2020-04-18,2758,129,685,1944,89,6,19,107.714285714286
"Argentina",2020-04-19,2839,132,709,1998,81,3,24,100.142857142857
"Argentina",2020-04-20,2941,136,737,2068,102,4,28,123.428571428571
"Argentina",2020-04-21,3031,147,840,2044,90,11,103,134
"Argentina",2020-04-22,3144,152,872,2120,113,5,32,146
"Argentina",2020-04-23,3435,165,919,2351,291,13,47,150.428571428571
"Argentina",2020-04-24,3607,176,976,2455,172,11,57,151.714285714286
"Argentina",2020-04-25,3780,185,1030,2565,173,9,54,156.571428571429
"Argentina",2020-04-26,3892,192,1107,2593,112,7,77,163
"Argentina",2020-04-27,4003,197,1140,2666,111,5,33,141.857142857143
"Argentina",2020-04-28,4127,207,1162,2758,124,10,22,132.142857142857
"Argentina",2020-04-29,4285,214,1192,2879,158,7,30,128.714285714286
"Argentina",2020-04-30,4428,218,1256,2954,143,4,64,127.285714285714
"Argentina",2020-05-01,4532,225,1292,3015,104,7,36,126.285714285714
"Argentina",2020-05-02,4681,237,1320,3124,149,12,28,127.571428571429
"Argentina",2020-05-03,4783,246,1354,3183,102,9,34,131.857142857143
"Argentina",2020-05-04,4887,260,1442,3185,104,14,88,134.714285714286
"Argentina",2020-05-05,5020,264,1472,3284,133,4,30,154.142857142857
"Argentina",2020-05-06,5208,273,1524,3411,188,9,52,156.428571428571
"Argentina",2020-05-07,5371,282,1601,3488,163,9,77,178.714285714286
"Argentina",2020-05-08,5611,293,1659,3659,240,11,58,198.714285714286
"Argentina",2020-05-09,5776,300,1728,3748,165,7,69,220.428571428571
"Argentina",2020-05-10,6034,305,1757,3972,258,5,29,238.714285714286
"Argentina",2020-05-11,6278,314,1837,4127,244,9,80,251.857142857143
"Argentina",2020-05-12,6563,319,1862,4382,285,5,25,266.857142857143
"Argentina",2020-05-13,6879,329,2266,4284,316,10,404,289.857142857143
"Argentina",2020-05-14,7134,353,2385,4396,255,24,119,290.571428571429
"Argentina",2020-05-15,7479,356,2497,4626,345,3,112,299
"Argentina",2020-05-16,7805,363,2534,4908,326,7,37,320.857142857143
"Argentina",2020-05-17,8068,373,2569,5126,263,10,35,343.428571428571
"Argentina",2020-05-18,8371,382,2625,5364,303,9,56,399.571428571429
"Argentina",2020-05-19,8809,393,2872,5544,438,11,247,452.857142857143
"Argentina",2020-05-20,9283,403,2933,5947,474,10,61,506.857142857143
"Argentina",2020-05-21,9931,416,3032,6483,648,13,99,572.571428571429
"Argentina",2020-05-22,10649,433,3062,7154,718,17,30,608.142857142857
"Argentina",2020-05-23,11353,445,3530,7378,704,12,468,631.285714285714
"Argentina",2020-05-24,12076,452,3732,7892,723,7,202,664.285714285714
"Argentina",2020-05-25,12628,467,3999,8162,552,15,267,681.571428571429
"Argentina",2020-05-26,13228,484,4167,8577,600,17,168,681.428571428571
"Argentina",2020-05-27,13933,500,4349,9084,705,16,182,694.428571428571
"Argentina",2020-05-28,14702,508,4617,9577,769,8,268,682.142857142857
"Argentina",2020-05-29,15419,520,4788,10111,717,12,171,683.857142857143
"Argentina",2020-05-30,16214,528,4788,10898,795,8,0,727.285714285714
"Argentina",2020-05-31,16851,539,5336,10976,637,11,548,762.142857142857
"Argentina",2020-06-01,17415,556,5521,11338,564,17,185,785
"Argentina",2020-06-02,18319,569,5709,12041,904,13,188,802.571428571429
"Argentina",2020-06-03,19268,583,5896,12789,949,14,187,829.428571428571
"Argentina",2020-06-04,20197,608,5993,13596,929,25,97,849
"Argentina",2020-06-05,21037,632,6088,14317,840,24,95,886.428571428571
"Argentina",2020-06-06,22020,648,6180,15192,983,16,92,920.285714285714
"Argentina",2020-06-07,22794,664,6909,15221,774,16,729,959.857142857143
"Argentina",2020-06-08,23620,693,7305,15622,826,29,396,1025.14285714286
"Argentina",2020-06-09,24761,717,7568,16476,1141,24,263,1103.85714285714
"Argentina",2020-06-10,25987,735,7991,17261,1226,18,423,1182.14285714286
"Argentina",2020-06-11,27373,765,8332,18276,1386,30,341,1254.71428571429
"Argentina",2020-06-12,28764,785,8743,19236,1391,20,411,1309.28571428571
"Argentina",2020-06-13,30295,815,9083,20397,1531,30,340,1342.57142857143
"Argentina",2020-06-14,31577,833,9564,21180,1282,18,481,1366.42857142857
"Argentina",2020-06-15,32785,854,9891,22040,1208,21,327,1448.14285714286
"Argentina",2020-06-16,34159,878,10174,23107,1374,24,283,1543.71428571429
"Argentina",2020-06-17,35552,913,10512,24127,1393,35,338,1558.42857142857
"Argentina",2020-06-18,37510,948,10721,25841,1958,35,209,1601.14285714286
"Argentina",2020-06-19,39570,979,11851,26740,2060,31,1130,1735.14285714286
"Argentina",2020-06-20,41204,992,12206,28006,1634,13,355,1863.42857142857
"Argentina",2020-06-21,42785,1011,12728,29046,1581,19,522,2042.71428571429
"Argentina",2020-06-22,44931,1043,13153,30735,2146,32,425,2135.28571428571
"Argentina",2020-06-23,47203,1078,13576,32549,2272,35,423,2253.28571428571
"Argentina",2020-06-24,49851,1116,13816,34919,2648,38,240,2362.85714285714
"Argentina",2020-06-25,52457,1150,14788,36519,2606,34,972,2449.71428571429
"Argentina",2020-06-26,55343,1184,18416,35743,2886,34,3628,2476.71428571429
"Argentina",2020-06-27,57744,1207,19143,37394,2401,23,727,2475.28571428571
"Argentina",2020-06-28,59933,1232,20134,38567,2189,25,991,2478
"Argentina",2020-06-29,62268,1280,21138,39850,2335,48,1004,2497.71428571429
"Argentina",2020-06-30,64530,1307,22028,41195,2262,27,890,2491.85714285714
"Argentina",2020-07-01,67197,1351,23040,42806,2667,44,1012,2518.85714285714
"Argentina",2020-07-02,69941,1385,24186,44370,2744,34,1146,2554.57142857143
"Argentina",2020-07-03,72786,1437,25224,46125,2845,52,1038,2597
"Argentina",2020-07-04,75376,1481,25930,47965,2590,44,706,2699.42857142857
"Argentina",2020-07-05,77815,1507,27597,48711,2439,26,1667,2833.28571428571
"Argentina",2020-07-06,80447,1582,28531,50334,2632,75,934,2964.57142857143
"Argentina",2020-07-07,83426,1644,30095,51687,2979,62,1564,3039.14285714286
"Argentina",2020-07-08,87030,1694,36502,48834,3604,50,6407,3161.85714285714
"Argentina",2020-07-09,90693,1720,38313,50660,3663,26,1811,3193
"Argentina",2020-07-10,94060,1774,38984,53302,3367,54,671,3259.71428571429
"Argentina",2020-07-11,97509,1810,41408,54291,3449,36,2424,3354.85714285714
"Argentina",2020-07-12,100166,1845,42694,55627,2657,35,1286,3445.14285714286
"Argentina",2020-07-13,103265,1903,44173,57189,3099,58,1479,3441.42857142857
"Argentina",2020-07-14,106910,1968,45467,59475,3645,65,1294,3605.85714285714
"Argentina",2020-07-15,111146,2050,47298,61798,4236,82,1831,3573.57142857143
"Argentina",2020-07-16,114783,2112,49120,63551,3637,62,1822,3798.42857142857
"Argentina",2020-07-17,119301,2178,49780,67343,4518,66,660,3929.85714285714
"Argentina",2020-07-18,122524,2220,52607,67697,3223,42,2827,4172.57142857143
"Argentina",2020-07-19,126755,2260,54105,70390,4231,40,1498,4393.42857142857
"Argentina",2020-07-20,130774,2373,55913,72488,4019,113,1808,4749.14285714286
"Argentina",2020-07-21,136118,2490,58598,75030,5344,117,2685,4888.42857142857
"Argentina",2020-07-22,141900,2588,60531,78781,5782,98,1933,5115.71428571429
"Argentina",2020-07-23,148027,2702,62815,82510,6127,114,2284,5110.14285714286
"Argentina",2020-07-24,153520,2807,65447,85266,5493,105,2632,5234.57142857143
"Argentina",2020-07-25,158334,2893,68022,87419,4814,86,2575,5319.57142857143
"Argentina",2020-07-26,162526,2939,70518,89069,4192,46,2496,5299.42857142857
"Argentina",2020-07-27,167416,3059,72575,91782,4890,120,2057,5335.14285714286
"Argentina",2020-07-28,173355,3179,75083,95093,5939,120,2508,5397.42857142857
"Argentina",2020-07-29,178996,3288,77855,97853,5641,109,2772,5458.42857142857
"Argentina",2020-07-30,185373,3441,80596,101336,6377,153,2741,5627.57142857143
"Argentina",2020-07-31,191302,3543,83780,103979,5929,102,3184,5618.14285714286
"Argentina",2020-08-01,196543,3596,86499,106448,5241,53,2719,5740
"Argentina",2020-08-02,201919,3648,89026,109245,5376,52,2527,5955.14285714286
"Argentina",2020-08-03,206743,3813,91302,111628,4824,165,2276,6117.42857142857
"Argentina",2020-08-04,213535,3979,94129,115427,6792,166,2827,6339.28571428571
"Argentina",2020-08-05,220682,4106,96948,119628,7147,127,2819,6466.85714285714
"Argentina",2020-08-06,228195,4251,99852,124092,7513,145,2904,6368.57142857143
"Argentina",2020-08-07,235677,4411,103297,127969,7482,160,3445,6732.14285714286
"Argentina",2020-08-08,241811,4523,108242,129046,6134,112,4945,6768
"Argentina",2020-08-09,246499,4606,108242,133651,4688,83,0,6841.71428571429
"Argentina",2020-08-10,253868,4764,108242,140862,7369,158,0,6839.57142857143
"Argentina",2020-08-11,260911,5004,181389,74518,7043,240,73147,6680
"Argentina",2020-08-12,268574,5213,187283,76078,7663,209,5894,6755.57142857143
"Argentina",2020-08-13,276072,5362,192434,78276,7498,149,5151,6867.14285714286
"Argentina",2020-08-14,282437,5527,199005,77905,6365,165,6571,6465.42857142857
"Argentina",2020-08-15,289100,5637,205697,77766,6663,110,6692,6436.42857142857
"Argentina",2020-08-16,294569,5703,211702,77164,5469,66,6005,6297.85714285714
"Argentina",2020-08-17,299126,5814,217850,75462,4557,111,6148,6401.71428571429
"Argentina",2020-08-18,305966,6048,223531,76387,6840,234,5681,6658
"Argentina",2020-08-19,312659,6330,228725,77604,6693,282,5194,6814.57142857143
"Argentina",2020-08-20,320884,6517,233651,80716,8225,187,4926,6797.85714285714
"Argentina",2020-08-21,329043,6730,239806,82507,8159,213,6155,7391.57142857143
"Argentina",2020-08-22,336802,6848,245781,84173,7759,118,5975,7667.42857142857
"Argentina",2020-08-23,342154,6985,251400,83769,5352,137,5619,8218.42857142857
"Argentina",2020-08-24,350867,7366,256789,86712,8713,381,5389,8486.85714285714
"Argentina",2020-08-25,359638,7563,263202,88873,8771,197,6413,8995.14285714286
"Argentina",2020-08-26,370188,7839,268801,93548,10550,276,5599,9205.28571428571
"Argentina",2020-08-27,380292,8050,274458,97784,10104,211,5657,9467.42857142857
"Argentina",2020-08-28,392009,8271,280165,103573,11717,221,5707,9552.57142857143
"Argentina",2020-08-29,401239,8353,287220,105666,9230,82,7055,9800.14285714286
"Argentina",2020-08-30,408426,8457,294007,105962,7187,104,6787,9854.85714285714
"Argentina",2020-08-31,417735,8660,301195,107880,9309,203,7188,10129.4285714286
"Argentina",2020-09-01,428239,8919,308376,110944,10504,259,7181,9981.85714285714
"Argentina",2020-09-02,439172,9118,315530,114524,10933,199,7154,10081
"Argentina",2020-09-03,451198,9361,322461,119376,12026,243,6931,10052.2857142857
"Argentina",2020-09-04,461882,9623,331621,120638,10684,262,9160,10038.8571428571
"Argentina",2020-09-05,471806,9739,340381,121686,9924,116,8760,10256.4285714286
"Argentina",2020-09-06,478792,9859,349132,119801,6986,120,8751,10445.8571428571
"Argentina",2020-09-07,488007,10129,357388,120490,9215,270,8256,10428.5714285714
"Argentina",2020-09-08,500034,10405,366590,123039,12027,276,9202,10546.1428571429
"Argentina",2020-09-09,512293,10658,382490,119145,12259,253,15900,10667.8571428571
"Argentina",2020-09-10,524198,10907,390098,123193,11905,249,7608,10963.5714285714
"Argentina",2020-09-11,535705,11148,400121,124436,11507,241,10023,11062.7142857143
"Argentina",2020-09-12,546481,11263,409771,125447,10776,115,9650,11043.4285714286
"Argentina",2020-09-13,555537,11352,419513,124672,9056,89,9742,10959.8571428571
"Argentina",2020-09-14,565446,11667,428953,124826,9909,315,9440,11073.5714285714
"Argentina",2020-09-15,577338,11852,438883,126603,11892,185,9930,11136.1428571429
"Argentina",2020-09-16,589012,12116,448263,128633,11674,264,9380,10921.8571428571
"Argentina",2020-09-17,601713,12460,456347,132906,12701,344,8084,10832.5714285714
"Argentina",2020-09-18,613658,12656,467286,133716,11945,196,10939,10671.5714285714
"Argentina",2020-09-19,622934,12799,478077,132058,9276,143,10791,10690.8571428571
"Argentina",2020-09-20,631365,13053,488231,130081,8431,254,10154,10826.7142857143
"Argentina",2020-09-21,640147,13482,508563,118102,8782,429,20332,10936.1428571429
"Argentina",2020-09-22,652174,13952,517228,120994,12027,470,8665,11082.4285714286
"Argentina",2020-09-23,664799,14376,525486,124937,12625,424,8258,11364.2857142857
"Argentina",2020-09-24,678266,14766,536589,126911,13467,390,11103,11422.8571428571
"Argentina",2020-09-25,691235,15208,546924,129103,12969,442,10335,11855
"Argentina",2020-09-26,702484,15543,556489,130452,11249,335,9565,12062.1428571429
"Argentina",2020-09-27,711325,15749,565935,129641,8841,206,9446,12314.5714285714
"Argentina",2020-09-28,723132,16113,576715,130304,11807,364,10780,12390.8571428571
"Argentina",2020-09-29,736609,16519,585857,134233,13477,406,9142,12636.2857142857
"Argentina",2020-09-30,751001,16937,594645,139419,14392,418,8788,12619.1428571429
"Argentina",2020-10-01,765002,20288,603140,141574,14001,3351,8495,12451.5714285714
"Argentina",2020-10-02,779689,20599,614515,144575,14687,311,11375,12370.8571428571
"Argentina",2020-10-03,790818,20795,626114,143909,11129,196,11599,12551.2857142857
"Argentina",2020-10-04,798486,21018,636672,140796,7668,223,10558,12844.8571428571
"Argentina",2020-10-05,809728,21468,649017,139243,11242,450,12345,13052.4285714286
"Argentina",2020-10-06,824468,21827,660272,142369,14740,359,11255,13111.2857142857
"Argentina",2020-10-07,840915,22226,670725,147964,16447,399,10453,13294.8571428571
"Argentina",2020-10-08,856369,22710,684844,148815,15454,484,14119,13674.2857142857
"Argentina",2020-10-09,871468,23225,697141,151102,15099,515,12297,13428.8571428571
"Argentina",2020-10-10,883882,23581,709464,150837,12414,356,12323,13223.8571428571
"Argentina",2020-10-11,894206,23868,721380,148958,10324,287,11916,13007.4285714286
"Argentina",2020-10-12,903730,24186,732582,146962,9524,318,11202,13242
"Argentina",2020-10-13,917035,24572,742235,150228,13305,386,9653,13448.7142857143
"Argentina",2020-10-14,931967,24921,751146,155900,14932,349,8911,13605.2857142857
"Argentina",2020-10-15,949063,25342,764859,158862,17096,421,13713,13639.1428571429
"Argentina",2020-10-16,965609,25723,778501,161385,16546,381,13642,14133.1428571429
"Argentina",2020-10-17,979119,26107,791174,161838,13510,384,12673,14566.2857142857
"Argentina",2020-10-18,989680,26267,803965,159448,10561,160,12791,15051.1428571429
"Argentina",2020-10-19,1002662,26716,803965,171981,12982,449,0,14941
"Argentina",2020-10-20,1018999,27100,829647,162252,16337,384,25682,14822.7142857143
"Argentina",2020-10-21,1037325,27519,840520,169286,18326,419,10873,14602.4285714286
"Argentina",2020-10-22,1053650,27957,851854,173839,16325,438,11334,14415.5714285714
"Argentina",2020-10-23,1069368,28338,866695,174335,15718,381,14841,14234.1428571429
"Argentina",2020-10-24,1081336,28613,881113,171610,11968,275,14418,13944.2857142857
"Argentina",2020-10-25,1090589,28896,894819,166874,9253,283,13706,13315.4285714286
"Argentina",2020-10-26,1102301,29301,909586,163414,11712,405,14767,12878.5714285714
"Argentina",2020-10-27,1116609,29730,921344,165535,14308,429,11758,12544.4285714286
"Argentina",2020-10-28,1130533,30071,931147,169315,13924,341,9803,12226.8571428571
"Argentina",2020-10-29,1143800,30442,946134,167224,13267,371,14987,11849.1428571429
"Argentina",2020-10-30,1157179,30792,961101,165286,13379,350,14967,11547.1428571429
"Argentina",2020-10-31,1166924,31002,973939,161983,9745,210,12838,11238.1428571429
"Argentina",2020-11-01,1173533,31140,985316,157077,6609,138,11377,10770.7142857143
"Argentina",2020-11-02,1183131,31623,998016,153492,9598,483,12700,10461.1428571429
"Argentina",2020-11-03,1195276,32052,1009278,153946,12145,429,11262,10233.5714285714
"Argentina",2020-11-04,1205928,32520,1017647,155761,10652,468,8369,9989.57142857143
"Argentina",2020-11-05,1217028,32766,1030137,154125,11100,246,12490,9807
"Argentina",2020-11-06,1228814,33136,1042237,153441,11786,370,12100,9624
"Argentina",2020-11-07,1236851,33348,1053313,150190,8037,212,11076,9600
"Argentina",2020-11-08,1242182,33560,1062911,145711,5331,212,9598,9632.57142857143
"Argentina",2020-11-09,1250499,33907,1073577,143015,8317,347,10666,9641.57142857143
"Argentina",2020-11-10,1262476,34183,1081897,146396,11977,276,8320,9652
"Argentina",2020-11-11,1273356,34531,1081897,156928,10880,348,0,9713.57142857143
"Argentina",2020-11-12,1284519,34782,1100180,149557,11163,251,18283,9758.42857142857
"Argentina",2020-11-13,1296378,35045,1110477,150856,11859,263,10297,9697.85714285714
"Argentina",2020-11-14,1304846,35307,1119366,150173,8468,262,8889,9504.14285714286
"Argentina",2020-11-15,1310491,35436,1129102,145953,5645,129,9736,9425.85714285714
"Argentina",2020-11-16,1318384,35727,1140196,142461,7893,291,11094,9273.57142857143
"Argentina",2020-11-17,1329005,36106,1148833,144066,10621,379,8637,8952
"Argentina",2020-11-18,1339337,36347,1156474,146516,10332,241,7641,8762.28571428571
"Argentina",2020-11-19,1349434,36532,1167514,145388,10097,185,11040,8553.57142857143
"Argentina",2020-11-20,1359042,36790,1177819,144433,9608,258,10305,8035.28571428571
"Argentina",2020-11-21,1366182,36902,1187053,142227,7140,112,9234,7541.42857142857
"Argentina",2020-11-22,1370366,37002,1195492,137872,4184,100,8439,7293
"Argentina",2020-11-23,1374631,37122,1203800,133709,4265,120,8308,7142.42857142857
"Argentina",2020-11-24,1381795,37432,1210634,133729,7164,310,6834,6890.71428571429
"Argentina",2020-11-25,1390388,37714,1217284,135390,8593,282,6650,6741.85714285714
"Argentina",2020-11-26,1399431,37941,1226662,134828,9043,227,9378,6920.14285714286
"Argentina",2020-11-27,1407277,38216,1235257,133804,7846,275,8595,7128.85714285714
"Argentina",2020-11-28,1413375,38322,1242877,132176,6098,106,7620,7253.57142857143
"Argentina",2020-11-29,1418807,38473,1249843,130491,5432,151,6966,7102.14285714286
"Argentina",2020-11-30,1424533,38730,1257227,128576,5726,257,7384,6900.14285714286
"Argentina",2020-12-01,1432570,38928,1263251,130391,8037,198,6024,6764.85714285714
"Argentina",2020-12-02,1440103,39156,1268358,132589,7533,228,5107,6636.71428571429
"Argentina",2020-12-03,1447732,39305,1274675,133752,7629,149,6317,6329
"Argentina",2020-12-04,1454631,39512,1281955,133164,6899,207,7280,5968
"Argentina",2020-12-05,1459832,39632,1288785,131415,5201,120,6830,5335.57142857143
"Argentina",2020-12-06,1463110,39770,1294692,128648,3278,138,5907,5017
"Argentina",2020-12-07,1466309,39888,1300696,125725,3199,118,6004,4926.28571428571
"Argentina",2020-12-08,1469919,40009,1305587,124323,3610,121,4891,4956.71428571429
"Argentina",2020-12-09,1475222,40222,1311488,123512,5303,213,5901,NA
"Argentina",2020-12-10,1482216,40431,1318187,123598,6994,209,6699,NA
"Argentina",2020-12-11,1489328,40606,1324792,123930,7112,175,6605,NA
"Austria",2020-01-22,0,0,0,0,0,0,0,NA
"Austria",2020-01-23,0,0,0,0,0,0,0,NA
"Austria",2020-01-24,0,0,0,0,0,0,0,NA
"Austria",2020-01-25,0,0,0,0,0,0,0,0
"Austria",2020-01-26,0,0,0,0,0,0,0,0
"Austria",2020-01-27,0,0,0,0,0,0,0,0
"Austria",2020-01-28,0,0,0,0,0,0,0,0
"Austria",2020-01-29,0,0,0,0,0,0,0,0
"Austria",2020-01-30,0,0,0,0,0,0,0,0
"Austria",2020-01-31,0,0,0,0,0,0,0,0
"Austria",2020-02-01,0,0,0,0,0,0,0,0
"Austria",2020-02-02,0,0,0,0,0,0,0,0
"Austria",2020-02-03,0,0,0,0,0,0,0,0
"Austria",2020-02-04,0,0,0,0,0,0,0,0
"Austria",2020-02-05,0,0,0,0,0,0,0,0
"Austria",2020-02-06,0,0,0,0,0,0,0,0
"Austria",2020-02-07,0,0,0,0,0,0,0,0
"Austria",2020-02-08,0,0,0,0,0,0,0,0
"Austria",2020-02-09,0,0,0,0,0,0,0,0
"Austria",2020-02-10,0,0,0,0,0,0,0,0
"Austria",2020-02-11,0,0,0,0,0,0,0,0
"Austria",2020-02-12,0,0,0,0,0,0,0,0
"Austria",2020-02-13,0,0,0,0,0,0,0,0
"Austria",2020-02-14,0,0,0,0,0,0,0,0
"Austria",2020-02-15,0,0,0,0,0,0,0,0
"Austria",2020-02-16,0,0,0,0,0,0,0,0
"Austria",2020-02-17,0,0,0,0,0,0,0,0
"Austria",2020-02-18,0,0,0,0,0,0,0,0
"Austria",2020-02-19,0,0,0,0,0,0,0,0
"Austria",2020-02-20,0,0,0,0,0,0,0,0
"Austria",2020-02-21,0,0,0,0,0,0,0,0
"Austria",2020-02-22,0,0,0,0,0,0,0,0.285714285714286
"Austria",2020-02-23,0,0,0,0,0,0,0,0.285714285714286
"Austria",2020-02-24,0,0,0,0,0,0,0,0.428571428571429
"Austria",2020-02-25,2,0,0,2,2,0,0,0.428571428571429
"Austria",2020-02-26,2,0,0,2,0,0,0,1.28571428571429
"Austria",2020-02-27,3,0,0,3,1,0,0,2
"Austria",2020-02-28,3,0,0,3,0,0,0,2.57142857142857
"Austria",2020-02-29,9,0,0,9,6,0,0,2.71428571428571
"Austria",2020-03-01,14,0,0,14,5,0,0,3.85714285714286
"Austria",2020-03-02,18,0,0,18,4,0,0,5.42857142857143
"Austria",2020-03-03,21,0,0,21,3,0,0,7.42857142857143
"Austria",2020-03-04,29,0,0,29,8,0,0,10
"Austria",2020-03-05,41,0,0,41,12,0,0,12.8571428571429
"Austria",2020-03-06,55,0,0,55,14,0,0,16.1428571428571
"Austria",2020-03-07,79,0,0,79,24,0,0,23
"Austria",2020-03-08,104,0,0,104,25,0,0,31
"Austria",2020-03-09,131,0,2,129,27,0,2,37.2857142857143
"Austria",2020-03-10,182,0,4,178,51,0,2,64.1428571428571
"Austria",2020-03-11,246,0,4,242,64,0,0,82.2857142857143
"Austria",2020-03-12,302,1,4,297,56,1,0,108
"Austria",2020-03-13,504,1,6,497,202,0,2,126.714285714286
"Austria",2020-03-14,655,1,6,648,151,0,0,164.285714285714
"Austria",2020-03-15,860,1,6,853,205,0,0,200
"Austria",2020-03-16,1018,3,6,1009,158,2,0,244.428571428571
